contents,key_words
"请将以下代码直接拷贝到右侧相应位置：

// 统计m和n之间有多少个数其各位数字之和是5
int Count (int m, int n)
{
    int i, num = 0;;
    for(i = m; i <= n; i++)
    {
        if((i % 10 + i / 10 % 10 + i / 100) == 5)
        {
            num++;
        }
    }
    return num;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 'bool', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"请将以下代码直接拷贝到右侧相应位置：

// 计算n以内（不包含n）的所有素数之和
int SumOfPrime(int n)
{
    int i, k, sum = 0;
    for (i = 2; i < n; i++)
    {
        bool prime = true;
        for (k = 2; k <= i / 2; k++)
        {
            if (i % k == 0)
            {
                prime = false;
                break;
            }
        }
        if (prime)
            sum += i;
    }
    return sum;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"请将以下代码直接拷贝到右侧相应位置：

// 求两个正整数的最大公约数
int Gcd(int a,int b)
{
    int i,j,k;

    if(a >= b)
        j = a;
    else
        j = b;

    for(i = j; i >= 1; i--)
    {
        if(a % i == 0 && b % i == 0)
        {
            k = i;
            break;
        }
    }
    return k;
}

// 求两个正整数的最小公倍数
int Lcm(int a,int b)
{
    int o,p,q;

    if(a >= b)
        p = b;
    else
        p = a;

    for(o = p; o >= 1; o--)
    {
        if(a % o == 0 && b % o == 0)
        {
            q = o;
            break;
        }
    }
    return (a * b) / q;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 'bool', 0, 0, 'true', 'break', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'false', 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"请将以下代码直接拷贝到右侧相应位置：

// 计算舍罕王共需要多少立方的麦子赏赐他的宰相
double WheatNum ()
{
    
    double sum = 0, m3;

    for (int i = 0; i < 64; i++)
    {
        sum = sum + pow(2,i);
    }

    m3 = sum / (1.42 * pow(10,8));
    return m3;
    
}
","[0, 'else', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'break', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"请将以下代码直接拷贝到右侧相应位置：

// 判断一个不小于2的正整数是否为素数
int IsPrime(int n)
{
    int i;
    for(i = 2; i < n; i++)
    {
        if(n % i == 0)
        {
            return 0;
        }
    }
    return 1;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 'do', 0, 0, 0, 'double', 0, 0, 0, 0, 0, 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include<iostream>
using namespace std;

int main()
{
    int n, bn, ln;

    // 从命令行读入一个int型数值
    // 这一个数取自测试集的输入
    cin >> n;

    // 请在下面添加实现代码
    
    for (ln = 1; ln < n; ln++)
    {
        for (bn = 1; bn <= ln - 1; bn++)
        {
            cout<<"" "";
        }
        cout << ""**"";

        for (bn = 1; bn <= 2 * (n - ln - 1); bn++)
        {
            cout<<"" "";
        }
        cout << ""**"" << endl;
    }

    for (bn = 1; bn <= n-1; bn++)
    {
        cout << "" "";
    }
    cout << ""**"" << endl;
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
using namespace std;

int main()
{
    // 请在下面添加实现代码
    
    for(int c = 1; c <= 13; ++c)
    {
        for(int h = 1; h <= 18; ++h)
        {
            for(int s = 1; s <= 96; ++s)
            {
                if(7 * c + 5 * h + s / 3 - 100) 
                {
                    continue;
                }
                if(c + h + s - 100) 
                {
                    continue;
                }
                if(s % 3) 
                {
                    continue;
                }
                cout << ""雄鸡:"" << c << "", 母鸡:"" << h << "", 小鸡:"" << 100 - c - h << endl; 
            }
        }
    }
     
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
using namespace std;

int main()
{
    // 请在下面添加实现代码
    
    char i,j,k;
    for (i='X';i<='Z';i++)
    {
        for (j='X';j<='Z';j++)
        {
            if (i!=j)
            {
                for (k='X';k<='Z';k++)
                {
                    if (i!=k && j!=k)
                    {
                        if (i!='X' && k!='X' && k!='Z')
                        {
                            cout<<""A--""<<i<<""  B--""<<j<<""  C--""<<k<<endl;
                        }
                    }
                }
            }
        }
    }
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'using', 'continue', 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
using namespace std;

int main()
{
    int n;

    // 从命令行读入一个int型数值
    // 这一个数取自测试集的输入
    cin >> n;

    // 请在下面添加实现代码
    
    float a, c, d;
    d = -100;
    c = 100;

    for (a = 1; a <= n; a++)
    {
        d += c * 2;
        c = 0.5 * c;
    }
    cout << d << "" "" << c;
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'char', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"请将以下代码直接拷贝到右侧相应位置：

// 使用while循环求1到n间所有整数的和
int Sum(int n)
{
    int i = 0, sum = 0;
    while(i <= n)
    {
        sum += i;
        i++;
    }
    return sum;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'float', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"请将以下代码直接拷贝到右侧相应位置：

// 计算x的n次方
long Power(int x,int n)
{
    int x1 = 1;
    while(n > 0)
    {
        x1 = x1 * x;
        n--;
    }
    return x1;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"请将以下代码直接拷贝到右侧相应位置：

// 求给定正整数的“亲密对数”
int Fun(int x)
{
    int i = 1,s = 0;

    while(i < x)
    {
        if(x % i == 0)
        {
            s = s + i;
        }
        i++;
    }
    return s;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 'long', 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"请将以下代码直接拷贝到右侧相应位置：

// 判断整数n的各位数字中是否包含数字3或4
bool Valid(int n)
{
    if (n < 0)
    {
        n = -n;
    }

    while (n > 0)
    {
        if (n % 10 == 3 || n % 10 == 4)
        {
            return true;
        }
        n = n / 10;
    }
    return false;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"请将以下代码直接拷贝到右侧相应位置：

// 使用do-while循环求1到n间所有整数的和
int Sum(int n)
{
    int i = 0, sum = 0;
    do
    {
        sum += i;
        i++;
    } while (i <= n);
    return sum;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 'bool', 0, 0, 'true', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'false', 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
#include <cmath>
using namespace std;

#define A (4 * x * x * x + 3 * x * x + 2 * x + 1)
#define B (12 * x * x + 6 * x + 2)

int main()
{

    double x = 1, a;

    // 请在下面添加do-while部分实现代码
    
    do
    {
        a = x;
        x = a - A / B;
    } while (fabs(x - a) > (1e-5));
    

    cout << x << endl;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 'do', 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
using namespace std;

int main()
{
    // 请在下面添加实现代码
    
    int a, n = 0;
    float avg, sum = 0;

    do
    {
        cin >> a;
        if (a > 0)
        {
            n++;
            sum += a;
        }
    } while (a != 0);

    avg = sum / n;
    cout << ""n="" << n << endl;
    cout << ""avg="" << avg << endl;
    cout << ""sum="" << sum << endl;
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'def', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 'do', 0, 0, 0, 'double', 0, 0, 'while', 0, 'namespace', 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
using namespace std;

int main()
{
    int i, n;

    // 从命令行读入一个int型数值
    // 这个数取自测试集的输入
    cin >> n;

    // 请在下面添加实现代码
    
    for (i = 1; i <= n; i++)
    {
        if (i % 3 == 0)
        {
            continue;
        }
        cout << i << "" "";
    }
    cout << endl;
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'float', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 'do', 0, 0, 0, 0, 0, 0, 'while', 0, 'namespace', 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
using namespace std;

int main()
{
    // 请在下面添加实现代码
     
    const int N = 10;
    int num, sum = 0;
    
    for (int i = 0; i < N; i++)
    {
        cin >> num;

        if (num < 0)
        {
            continue;
        }
        sum = sum + num;
    }
    cout << ""sum="" << sum << endl;
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'using', 'continue', 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
using namespace std;

int main()
{
    // 请在下面添加实现代码
    
    const int M = 10;
    int num, sum = 0;

    for (int i = 0; i < M; i++)
    {
        cin >> num;
        if (num < 0)
        {
            break;
        }
        sum += num;
    }
    cout << ""sum="" << sum << endl;
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'const', 0, 0, 0, 0, 0, 0, 'using', 'continue', 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
#include <fstream>
using namespace std;

// 请在下面添加Inc函数的实现代码

void Inc(int &a)
{
    a++;
}


int main()
{
    int a;
    int m = a;

    // 从命令行读入一个int型数值
    // 这个数取自测试集的输入
    cin >> m;

    Inc(m);
    cout << m << endl;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'break', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'const', 0, 0, 0, 0, 0, 0, 'using', 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
using namespace std;

// 请在下面添加内联函数的实现代码

inline double CalArea(double radius)
{
    return 3.14 * radius * radius;
}


int main()
{
    double radius, area;

    // 从命令行读入一个double型数值
    // 这个数取自测试集的输入
    cin >> radius;

    double r(radius);
    area = CalArea(r);
    cout << area << endl;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 0, 0, 'void', 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
using namespace std;

// 请在下面添加内联函数的实现代码

inline float Min(float x, float y)
{
    return x < y ? x : y;
}


int main()
{
    float a, b, c;

    // 从命令行读入两个float型数值
    // 这两个数取自测试集的输入
    cin >> a >> b;

    c = Min(a,b);
    cout << ""Min("" << a << "","" << b << "")="" << c << endl;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 'inline', 0, 0, 0, 'int', 0, 0, 'do', 0, 0, 0, 'double', 0, 0, 0, 0, 'namespace', 0]"
"请将以下代码直接拷贝到右侧相应位置：

#include <iostream>
using namespace std;

// 请在下面添加外部函数的实现代码

extern long Fact(int x)
{
    int i;
    long t = 1;
    if (x==0)
    {
        return(1);
    }

    for (i = 1; i <= x; i++)
    {
        t *= i;
    }
    return t;
}


int main()
{
    int n;

    // 从命令行读入一个正整数
    // 这个数取自测试集的输入
    cin >> n;

    cout << n << ""!="" << Fact(n) << endl;
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'float', 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 'inline', 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"本关任务对应参考代码实现如下：

// 请在下面添加递归函数的实现代码
int Fun(int n)
{
    // 请在此添加代码，补全函数Fun
    
    do
    {
        if (n <= 3)
        {
            return n;
        }
        return Fun(n - 1) + Fun(n - 3);

    } while (n > 0);
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'extern', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 'long', 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"本关任务对应参考代码实现如下：

// 用递归编写计算阶乘的函数
int Fac(int n)
{
    // 请在此添加代码，补全函数Fac
    
    if (n == 0 || n == 1)
    {
        return 1;
    }
    else
    {
        return n * Fac(n - 1);
    }
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 'do', 0, 0, 0, 0, 0, 0, 'while', 0, 0, 0]"
"本关任务对应参考代码实现如下：

// 请在下面添加递归函数实现求最大公因子的实现代码
int Fun(int n, int m)
{
    // 请在此添加代码，补全函数Fun
    
    int a;

    if (m > n)
    {
        a = m % n;
        if (a == 0)
        {
            return n;
        }
        else
        {
            return Fun(a,n);
        }
    }
    else
    {
        a = n % m;
        if (a == 0)
        {
            return m;
        }
        else
        {
            return Fun(a,m);
        }
     }
    
}
","[0, 'else', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"本关任务对应的参考代码实现如下：

bool SQ_IsEmpty(SeqQueue* sq)
// 判断队列是否为空，为空返回true，否则返回false。
{
    // 请在这里补充代码，完成本关任务
    
    return sq->front==sq->rear;
    

}

bool SQ_IsFull(SeqQueue* sq)
// 判断队列是否为满。为满返回true,否则返回false。
{
    // 请在这里补充代码，完成本关任务
    
    return sq->front==(sq->rear+1)%sq->max;
    
}

int SQ_Length(SeqQueue* sq)
// 队列长度
{
    // 请在这里补充代码，完成本关任务
    
    return (sq->rear-sq->front+sq->max) % sq->max;
    
}

bool SQ_In(SeqQueue* sq, T x)
// 将x入队。若入队失败(队列满)，则返回false，否则返回true。
{
    // 请在这里补充代码，完成本关任务
    
    if ( SQ_IsFull(sq) ) {
        return false;
    }
    else {
        sq->data[sq->rear]=x;
        sq->rear=(sq->rear+1)%sq->max;
        return true;
    }
    
}

bool SQ_Out(SeqQueue* sq, T& item)
// 从队列sq出队一个元素，返回时item为出队的元素的值。若出队成功(队列不为空)，则返回true，否则(队列空)，返回false，此时item不会返回有效值。
{
    // 请在这里补充代码，完成本关任务
    
    if ( SQ_IsEmpty(sq) ) {
        return false;
    }
    else {
        item=sq->data[sq->front];
        sq->front=(sq->front+1)%sq->max;
        return true;
    }
    
}
","[0, 'else', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"本关任务对应的参考代码实现如下：

bool CLQ_IsEmpty(LNode* rear)
// 判断队列是否为空
{
    // 请在这里补充代码，完成本关任务
    
    return rear->next->data==0;
    
}

int CLQ_Length(LNode* rear)
// 返回队列长度，rear指向尾结点
{
    // 请在这里补充代码，完成本关任务
    
    return rear->next->data;
    
}

void CLQ_In(LNode* & rear, T x)
// 入队列, 新结点加入链表尾部。rear指向尾结点
{
    // 请在这里补充代码，完成本关任务
    
    LNode* n=(LNode*)malloc(sizeof(LNode));
    n->data=x;
    n->next=rear->next;
    rear->next=n;
    rear=n;
    rear->next->data++;
    
}

bool CLQ_Out(LNode* & rear, T& item)
// 出队列。空队列时，返回值为false。rear指向尾结点
{
    // 请在这里补充代码，完成本关任务
    
    if (CLQ_IsEmpty(rear)) return false;

    LNode* head=rear->next->next;
    item = head->data;
    rear->next->next = head->next;
    if (head==rear) rear=rear->next;
    free(head);
    rear->next->data --;
    return true;
    
}
","[0, 'else', 0, 0, 0, 0, 0, 0, 'bool', 0, 0, 'true', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'false', 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"本关任务对应参考代码实现如下：

#include <iostream>
using namespace std;

// 函数trim：去掉字符串首尾空格
// 参数：str-字符指针，指向输入的字符串
// 返回值：字符指针，指向去掉首尾空格后的字符串（首地址）
// 提示：可以字节在字符串str中操作
char * trim(char * str);

int main()
{
    // 定义存储字符串的一维字符数组
    char s[1024];

    // 输入一行字符，可以包含空格
    // 输入的字符串存入s中，最多读取个字符，后面自动加上'\0'
    cin.getline(s,1024);

    // 输出去掉首尾空格后的字符串
    cout << trim(s) << endl;

    return 0;
}

// 函数trim：去掉字符串首尾空格
// 参数：str-字符指针，指向输入的字符串
// 返回值：字符指针，指向去掉首尾空格后的字符串（首地址）
// 提示：可以字节在字符串str中操作
char * trim(char * str)
{
    // 请在此添加代码，实现函数trim
    
    char *p = str;
    while(*p != '\0')
        p++;
    p--;
    while(p >= str && *p == ' ')
    {
        *p = '\0';
        p--;
    }
    p = str;
    while(*p == ' ')
        p++;
    return p;

    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 'bool', 0, 0, 'true', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'false', 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'if', 'sizeof', 0, 0, 0, 0, 'void', 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"本关任务对应参考代码实现如下：

#include <iostream>
using namespace std;

// 函数pswap：交换指针p和q指向的单元中的整数值
// 参数：p,q-int类型指针，指向要交换的整数
void pswap(int * p, int *q);

int main()
{
    int a, b;
    // 输入两个整数
    cin >> a >> b;

    // 调用pswap函数，交换a、b的值
    pswap(&a,&b);

    // 输出a、b的值
    cout << a << "" "" << b << endl;

    return 0;
}

//函数pswap：交换指针p和q指向的单元中的整数值
//参数：p,q-int类型指针，指向要交换的整数
void pswap(int * p, int *q)
{
    // 请在此添加代码，实现函数pswap
    
    int a = *p;
    *p = *q;
    *q = a;
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'char', 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 'namespace', 0]"
"本关任务对应参考代码实现如下：

#include <iostream>
using namespace std;

// 函数extractNum：选出str指向的字符串中的数字，并写回str
// 参数：str-指向字符串
void extractNum(char * str);

int main()
{
    char s[1024];
    // 输入一行字符
    cin.getline(s,1024);
    // 调用extractNum函数，选出数字
    extractNum(s);
    // 输出选出的数字
    cout<<s<<endl;

    return 0;
}

// 函数extractNum：选出str指向的字符串中的数字，并写回str
// 参数：str-指向字符串
void extractNum(char * str)
{
    // 请在此添加代码，实现函数extractNum
    
    char *p=str,*q=str;
    int fuhao=1;
    while(*q!='\0')
    {
        if(*q=='-' && fuhao)
        {
            *p++=*q++;
            fuhao=0;
        }
        else if(*q>='0' && *q<='9')
        {
            fuhao=0;
            *p++=*q++;
        }
        else
            q++;
    }
    *p='\0';
    
}
","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 0, 0, 0, 0, 0, 0, 'void', 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'namespace', 0]"
"本关任务对应参考代码实现如下：

#include <iostream>
using namespace std;

// 函数toUp：将str指向的字符串中的小写字母变成对应的大写字母
// 参数：str-指向字符串
void toUp(char * str);

int main()
{
    char s[1024];
    // 输入一行字符
    cin.getline(s,1024);

    // 调用toUp函数，转换成大写字母
    toUp(s);

    // 输出变更后的字符串
    cout<<s<<endl;

    return 0;
}

// 函数toUp：将str指向的字符串中的小写字母变成对应的大写字母
// 参数：str-指向字符串
void toUp(char * str)
{
    // 请在此添加代码，实现函数toUp
    
    char *p=str;
    while(*p)
    {
        if(*p>='a' && *p<='z')
            *p=*p+'A'-'a';
        p++;
    }
    
}
","[0, 'else', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'char', 0, 0, 0, 0, 'return', 0, 0, 0, 0, 0, 0, 0, 0, 'using', 0, 'if', 0, 0, 0, 0, 0, 'void', 0, 'int', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'while', 0, 'namespace', 0]"
